video,frame_idx,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260523_203522,88,False,False,0,0.39730170369148254,61.71449995599687
webcam_20260523_203522,89,False,True,0,0.4077347218990326,77.11499999277294
webcam_20260523_203522,90,False,True,0,0.4183749258518219,85.11220011860132
webcam_20260523_203522,91,False,True,0,0.4195941388607025,78.22800008580089
webcam_20260523_203522,92,False,True,0,0.4219077229499817,82.46150007471442
webcam_20260523_203522,93,False,False,0,0.42641088366508484,74.8097999021411
webcam_20260523_203522,94,False,False,0,0.4270094931125641,73.69129988364875
webcam_20260523_203522,95,True,False,0,0.43169263005256653,77.65430002473295
webcam_20260523_203522,96,True,False,0,0.437710702419281,78.72199988923967
webcam_20260523_203522,97,True,False,0,0.443469375371933,78.066699905321
webcam_20260523_203522,98,True,False,0,0.44847825169563293,78.91649985685945
webcam_20260523_203522,99,True,False,0,0.4601079523563385,82.49349985271692
webcam_20260523_203522,100,True,False,0,0.46823376417160034,83.47960002720356
webcam_20260523_203522,101,True,False,0,0.4817439317703247,77.98609999008477
webcam_20260523_203522,102,True,False,0,0.4915202856063843,75.40029985830188
webcam_20260523_203522,103,True,False,0,0.5047743320465088,87.99810009077191
webcam_20260523_203522,104,True,False,0,0.5123283267021179,76.75630017183721
webcam_20260523_203522,105,True,False,0,0.509908139705658,73.18690000101924
webcam_20260523_203522,106,True,False,0,0.5136020183563232,71.5228000190109
webcam_20260523_203522,107,True,False,0,0.5098885297775269,73.0928999837488
webcam_20260523_203522,108,True,False,0,0.5229402780532837,76.80930010974407
webcam_20260523_203522,109,True,False,0,0.5253309011459351,82.49569986946881
webcam_20260523_203522,110,True,False,0,0.52679044008255,80.14179999008775
webcam_20260523_203522,111,True,False,0,0.5350024104118347,71.3449998293072
webcam_20260523_203522,112,True,False,0,0.5433722138404846,83.43619992956519
webcam_20260523_203522,113,True,False,0,0.5540111660957336,77.3580998647958
webcam_20260523_203522,114,True,True,0,0.5635516047477722,84.67560005374253
webcam_20260523_203522,115,True,True,0,0.5722124576568604,72.47969997115433
webcam_20260523_203522,116,True,True,0,0.5803074836730957,71.11379993148148
webcam_20260523_203522,117,True,True,0,0.5866870284080505,72.07840005867183
webcam_20260523_203522,118,True,True,0,0.5932521820068359,70.03369997255504
webcam_20260523_203522,119,True,True,0,0.5991209745407104,76.49689982645214
webcam_20260523_203522,120,True,True,0,0.6036203503608704,81.16289996542037
webcam_20260523_203522,121,True,True,0,0.6073501110076904,70.296699879691
webcam_20260523_203522,122,True,True,0,0.6112871170043945,68.9698001369834
webcam_20260523_203522,123,True,True,0,0.6148395538330078,74.35979996807873
webcam_20260523_203522,124,True,True,0,0.6188778877258301,77.72399997338653
webcam_20260523_203522,125,True,True,0,0.6227167248725891,69.75609995424747
webcam_20260523_203522,126,True,True,0,0.6258941292762756,70.9544001147151
webcam_20260523_203522,127,True,True,0,0.6285867691040039,69.96609992347658
webcam_20260523_203522,128,True,True,0,0.6310001015663147,71.41839992254972
webcam_20260523_203522,129,True,True,0,0.6335048675537109,70.97040000371635
webcam_20260523_203522,130,True,True,0,0.636925995349884,71.12300000153482
webcam_20260523_203522,131,True,True,0,0.6393839716911316,71.1644000839442
webcam_20260523_203522,132,True,True,0,0.6414421200752258,71.24680001288652
webcam_20260523_203522,133,True,True,0,0.6415224671363831,76.39689999632537
webcam_20260523_203522,134,True,True,0,0.6436645984649658,76.91320008598268
webcam_20260523_203522,135,True,True,0,0.6454218626022339,79.51340009458363
webcam_20260523_203522,136,True,True,0,0.6463436484336853,68.72290000319481
webcam_20260523_203522,137,True,True,0,0.647277295589447,75.92649990692735
webcam_20260523_203522,138,True,True,0,0.6461488604545593,68.85290006175637
webcam_20260523_203522,139,True,True,0,0.6456159949302673,73.2213999144733
webcam_20260523_203522,140,True,True,0,0.6453746557235718,70.13209979049861
webcam_20260523_203522,141,True,True,0,0.6451606154441833,74.29719995707273
webcam_20260523_203522,142,True,True,0,0.6459799408912659,75.85759996436536
webcam_20260523_203522,143,True,True,0,0.6438786387443542,67.74930004030466
webcam_20260523_203522,144,True,True,0,0.638906717300415,71.589499944821
webcam_20260523_203522,145,True,True,0,0.6347327828407288,70.3238002024591
webcam_20260523_203522,146,True,True,0,0.6336004734039307,69.79440012946725
webcam_20260523_203522,147,True,True,0,0.6337423324584961,76.07139996252954
webcam_20260523_203522,148,True,True,0,0.6330057978630066,75.63630002550781
webcam_20260523_203522,149,True,True,0,0.6324126124382019,68.94630007445812
webcam_20260523_203522,150,True,True,0,0.6265878677368164,71.0632000118494
webcam_20260523_203522,151,True,True,0,0.6300048232078552,71.43169990740716
webcam_20260523_203522,152,True,False,0,0.6221479773521423,71.05100015178323
webcam_20260523_203522,153,True,False,0,0.6154466271400452,80.65080014057457
