video,frame_idx,frame_file,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260526_134731,65,frames/frame_000065.jpg,False,True,0,0.41033899784088135,100.75660003349185
webcam_20260526_134731,66,frames/frame_000066.jpg,False,True,0,0.42323461174964905,88.8837999664247
webcam_20260526_134731,67,frames/frame_000067.jpg,False,True,0,0.4350338280200958,88.31260027363896
webcam_20260526_134731,68,frames/frame_000068.jpg,False,True,0,0.4447478652000427,83.30960012972355
webcam_20260526_134731,69,frames/frame_000069.jpg,False,True,0,0.4551122188568115,83.26910017058253
webcam_20260526_134731,70,frames/frame_000070.jpg,False,True,0,0.4644494652748108,95.3087997622788
webcam_20260526_134731,71,frames/frame_000071.jpg,False,True,0,0.47101330757141113,87.08879956975579
webcam_20260526_134731,72,frames/frame_000072.jpg,False,True,0,0.4774402678012848,91.29070024937391
webcam_20260526_134731,73,frames/frame_000073.jpg,False,True,0,0.48389407992362976,83.63729994744062
webcam_20260526_134731,74,frames/frame_000074.jpg,False,True,0,0.4905955493450165,82.82320015132427
webcam_20260526_134731,75,frames/frame_000075.jpg,True,True,0,0.5080583095550537,89.64299969375134
webcam_20260526_134731,76,frames/frame_000076.jpg,True,True,0,0.5242910385131836,82.06700021401048
webcam_20260526_134731,77,frames/frame_000077.jpg,True,True,0,0.5389981865882874,81.64360001683235
webcam_20260526_134731,78,frames/frame_000078.jpg,True,True,0,0.5527084469795227,81.88779978081584
webcam_20260526_134731,79,frames/frame_000079.jpg,True,True,0,0.5648394227027893,85.09790012612939
webcam_20260526_134731,80,frames/frame_000080.jpg,True,True,0,0.5758857131004333,83.15469976514578
webcam_20260526_134731,81,frames/frame_000081.jpg,True,True,0,0.5856459736824036,84.78320017457008
webcam_20260526_134731,82,frames/frame_000082.jpg,True,True,0,0.5942862629890442,86.09809959307313
webcam_20260526_134731,83,frames/frame_000083.jpg,True,True,0,0.6022855043411255,79.84799984842539
webcam_20260526_134731,84,frames/frame_000084.jpg,True,True,0,0.610016942024231,82.18739973381162
webcam_20260526_134731,85,frames/frame_000085.jpg,True,True,0,0.6162747144699097,82.52749964594841
webcam_20260526_134731,86,frames/frame_000086.jpg,True,True,0,0.6219920516014099,81.90039964392781
webcam_20260526_134731,87,frames/frame_000087.jpg,True,True,0,0.627382755279541,80.03750024363399
webcam_20260526_134731,88,frames/frame_000088.jpg,True,True,0,0.6317610144615173,81.21509989723563
webcam_20260526_134731,89,frames/frame_000089.jpg,True,True,0,0.6351896524429321,80.90659976005554
webcam_20260526_134731,90,frames/frame_000090.jpg,True,True,0,0.6384319067001343,81.84430003166199
webcam_20260526_134731,91,frames/frame_000091.jpg,True,True,0,0.6404561996459961,82.94110000133514
webcam_20260526_134731,92,frames/frame_000092.jpg,True,True,0,0.6428954005241394,83.03269976750016
webcam_20260526_134731,93,frames/frame_000093.jpg,True,True,0,0.646425724029541,78.76660022884607
webcam_20260526_134731,94,frames/frame_000094.jpg,True,True,0,0.6488891243934631,82.20229996368289
webcam_20260526_134731,95,frames/frame_000095.jpg,True,True,0,0.6508858799934387,83.17030034959316
webcam_20260526_134731,96,frames/frame_000096.jpg,True,True,0,0.653045654296875,80.53669985383749
webcam_20260526_134731,97,frames/frame_000097.jpg,True,True,0,0.6551643013954163,90.02250013872981
webcam_20260526_134731,98,frames/frame_000098.jpg,True,True,0,0.656766951084137,86.52250003069639
webcam_20260526_134731,99,frames/frame_000099.jpg,True,True,0,0.6584709286689758,84.18060000985861
webcam_20260526_134731,100,frames/frame_000100.jpg,True,True,0,0.6605964303016663,81.22699987143278
webcam_20260526_134731,101,frames/frame_000101.jpg,True,True,0,0.6622965335845947,87.82669994980097
webcam_20260526_134731,102,frames/frame_000102.jpg,True,True,0,0.6642470359802246,89.19609989970922
webcam_20260526_134731,103,frames/frame_000103.jpg,True,True,0,0.6659777760505676,91.83940012007952
webcam_20260526_134731,104,frames/frame_000104.jpg,True,True,0,0.6671772003173828,85.20000008866191
webcam_20260526_134731,105,frames/frame_000105.jpg,True,False,0,0.6518880128860474,82.52350008115172
webcam_20260526_134731,106,frames/frame_000106.jpg,True,False,0,0.6359496712684631,87.53579994663596
