video,frame_idx,frame_file,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260526_133848,67,frames/frame_000067.jpg,False,True,0,0.42299848794937134,92.70549984648824
webcam_20260526_133848,68,frames/frame_000068.jpg,False,True,0,0.4346499741077423,93.3845997788012
webcam_20260526_133848,69,frames/frame_000069.jpg,False,True,0,0.4437978267669678,92.98030007630587
webcam_20260526_133848,70,frames/frame_000070.jpg,False,True,0,0.4502706527709961,83.29769968986511
webcam_20260526_133848,71,frames/frame_000071.jpg,False,True,0,0.45668238401412964,86.81070012971759
webcam_20260526_133848,72,frames/frame_000072.jpg,False,True,0,0.4631079435348511,82.88459992036223
webcam_20260526_133848,73,frames/frame_000073.jpg,False,True,0,0.47004812955856323,81.22509997338057
webcam_20260526_133848,74,frames/frame_000074.jpg,False,True,0,0.47406619787216187,83.67160009220243
webcam_20260526_133848,75,frames/frame_000075.jpg,False,True,0,0.47956186532974243,85.39859997108579
webcam_20260526_133848,76,frames/frame_000076.jpg,False,True,0,0.48409339785575867,82.62130012735724
webcam_20260526_133848,77,frames/frame_000077.jpg,False,True,0,0.48870715498924255,85.53670020774007
webcam_20260526_133848,78,frames/frame_000078.jpg,False,True,0,0.49262353777885437,87.16649981215596
webcam_20260526_133848,79,frames/frame_000079.jpg,False,True,0,0.49559733271598816,83.55100033804774
webcam_20260526_133848,80,frames/frame_000080.jpg,False,True,0,0.49933746457099915,82.33590004965663
webcam_20260526_133848,81,frames/frame_000081.jpg,False,True,0,0.5027214288711548,83.5242997854948
webcam_20260526_133848,82,frames/frame_000082.jpg,False,True,0,0.5036341547966003,84.48609989136457
webcam_20260526_133848,83,frames/frame_000083.jpg,False,True,0,0.506564199924469,92.51619968563318
webcam_20260526_133848,84,frames/frame_000084.jpg,False,True,0,0.5066777467727661,91.36580023914576
webcam_20260526_133848,85,frames/frame_000085.jpg,False,True,0,0.5077362060546875,84.74049996584654
webcam_20260526_133848,86,frames/frame_000086.jpg,False,True,0,0.5086513161659241,84.76220024749637
webcam_20260526_133848,87,frames/frame_000087.jpg,False,True,0,0.510313868522644,84.97490035369992
