video,frame_idx,frame_file,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260526_134403,0,frames/frame_000000.jpg,True,False,0,0.46147486567497253,132.83189991489053
webcam_20260526_134403,1,frames/frame_000001.jpg,True,False,0,0.4668457806110382,101.45379975438118
webcam_20260526_134403,2,frames/frame_000002.jpg,True,False,0,0.4684537947177887,90.22369980812073
webcam_20260526_134403,3,frames/frame_000003.jpg,True,False,0,0.4720216989517212,104.00229971855879
webcam_20260526_134403,4,frames/frame_000004.jpg,True,False,0,0.4727816879749298,89.38669972121716
webcam_20260526_134403,5,frames/frame_000005.jpg,True,False,0,0.4750024676322937,92.06690033897758
webcam_20260526_134403,6,frames/frame_000006.jpg,True,False,0,0.4746161103248596,118.23570029810071
webcam_20260526_134403,7,frames/frame_000007.jpg,True,False,0,0.47522228956222534,87.63890014961362
webcam_20260526_134403,8,frames/frame_000008.jpg,True,False,0,0.47681725025177,95.51060013473034
webcam_20260526_134403,9,frames/frame_000009.jpg,True,True,0,0.48076415061950684,110.45029992237687
webcam_20260526_134403,10,frames/frame_000010.jpg,True,True,0,0.4908667504787445,91.20550006628036
webcam_20260526_134403,11,frames/frame_000011.jpg,True,True,0,0.5066814422607422,85.61789989471436
webcam_20260526_134403,12,frames/frame_000012.jpg,True,True,0,0.5211973190307617,88.70019996538758
webcam_20260526_134403,13,frames/frame_000013.jpg,True,True,0,0.5320414304733276,98.92420005053282
webcam_20260526_134403,14,frames/frame_000014.jpg,True,True,0,0.5420619249343872,109.93029968813062
webcam_20260526_134403,15,frames/frame_000015.jpg,True,True,0,0.5521193742752075,110.96679978072643
webcam_20260526_134403,16,frames/frame_000016.jpg,True,True,0,0.5620478987693787,95.34919960424304
webcam_20260526_134403,17,frames/frame_000017.jpg,True,True,0,0.570747435092926,93.47440022975206
webcam_20260526_134403,18,frames/frame_000018.jpg,True,True,0,0.5793785452842712,92.41909999400377
webcam_20260526_134403,19,frames/frame_000019.jpg,True,True,0,0.5866802930831909,88.35430024191737
webcam_20260526_134403,20,frames/frame_000020.jpg,True,True,0,0.588737964630127,105.28000025078654
webcam_20260526_134403,21,frames/frame_000021.jpg,True,True,0,0.5898443460464478,101.59469954669476
webcam_20260526_134403,22,frames/frame_000022.jpg,True,True,0,0.5913940072059631,114.6339001134038
