video,frame_idx,frame_file,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260526_134024,37,frames/frame_000037.jpg,True,False,0,0.44183453917503357,91.98229992762208
webcam_20260526_134024,38,frames/frame_000038.jpg,True,False,0,0.44648486375808716,127.69189989194274
webcam_20260526_134024,39,frames/frame_000039.jpg,True,False,0,0.45151853561401367,77.08790013566613
webcam_20260526_134024,40,frames/frame_000040.jpg,True,False,0,0.457383930683136,99.81749998405576
webcam_20260526_134024,41,frames/frame_000041.jpg,True,False,0,0.4631215035915375,130.8184997178614
webcam_20260526_134024,42,frames/frame_000042.jpg,True,False,0,0.4663410186767578,97.50649984925985
webcam_20260526_134024,43,frames/frame_000043.jpg,True,False,0,0.468770295381546,88.48389983177185
webcam_20260526_134024,44,frames/frame_000044.jpg,True,False,0,0.4707116484642029,100.38559976965189
webcam_20260526_134024,45,frames/frame_000045.jpg,True,False,0,0.47524213790893555,107.52109996974468
webcam_20260526_134024,46,frames/frame_000046.jpg,True,False,0,0.476527601480484,92.28010009974241
webcam_20260526_134024,47,frames/frame_000047.jpg,True,False,0,0.4787496328353882,93.37279992178082
webcam_20260526_134024,48,frames/frame_000048.jpg,True,False,0,0.4801716208457947,108.07539988309145
webcam_20260526_134024,49,frames/frame_000049.jpg,True,False,0,0.482663631439209,82.55019970238209
webcam_20260526_134024,50,frames/frame_000050.jpg,True,False,0,0.4863072633743286,84.00870021432638
webcam_20260526_134024,51,frames/frame_000051.jpg,True,False,0,0.4882873296737671,81.41390001401305
webcam_20260526_134024,52,frames/frame_000052.jpg,True,False,0,0.49040985107421875,83.27519986778498
webcam_20260526_134024,53,frames/frame_000053.jpg,True,False,0,0.4926595389842987,85.81469999626279
webcam_20260526_134024,54,frames/frame_000054.jpg,True,False,0,0.49537143111228943,82.50980032607913
webcam_20260526_134024,55,frames/frame_000055.jpg,True,False,0,0.4976770877838135,81.59490022808313
webcam_20260526_134024,56,frames/frame_000056.jpg,True,False,0,0.49831628799438477,87.38959999755025
webcam_20260526_134024,57,frames/frame_000057.jpg,True,False,0,0.49953922629356384,83.15700013190508
webcam_20260526_134024,58,frames/frame_000058.jpg,True,False,0,0.5000569820404053,87.18399982899427
webcam_20260526_134024,59,frames/frame_000059.jpg,True,False,0,0.500404953956604,82.84489996731281
webcam_20260526_134024,60,frames/frame_000060.jpg,True,False,0,0.5013383626937866,83.12059985473752
webcam_20260526_134024,61,frames/frame_000061.jpg,True,False,0,0.5020071268081665,86.50550013408065
webcam_20260526_134024,62,frames/frame_000062.jpg,True,False,0,0.5030919313430786,84.79550015181303
webcam_20260526_134024,63,frames/frame_000063.jpg,True,False,0,0.5036065578460693,79.15190001949668
webcam_20260526_134024,64,frames/frame_000064.jpg,True,False,0,0.5036829113960266,84.96729983016849
webcam_20260526_134024,65,frames/frame_000065.jpg,True,False,0,0.503734290599823,85.86669992655516
webcam_20260526_134024,66,frames/frame_000066.jpg,True,False,0,0.5037499070167542,83.77269981428981
webcam_20260526_134024,67,frames/frame_000067.jpg,True,False,0,0.5027508735656738,86.64759993553162
webcam_20260526_134024,68,frames/frame_000068.jpg,True,False,0,0.50226229429245,83.24930025264621
webcam_20260526_134024,69,frames/frame_000069.jpg,True,False,0,0.5005977153778076,80.76070016250014
webcam_20260526_134024,70,frames/frame_000070.jpg,True,False,0,0.498163640499115,80.47380018979311
webcam_20260526_134024,71,frames/frame_000071.jpg,True,False,0,0.4972635805606842,82.08399964496493
webcam_20260526_134024,72,frames/frame_000072.jpg,True,False,0,0.4976634979248047,82.95250032097101
webcam_20260526_134024,73,frames/frame_000073.jpg,True,False,0,0.49894002079963684,83.2154001109302
webcam_20260526_134024,74,frames/frame_000074.jpg,True,False,0,0.49975043535232544,84.14260018616915
webcam_20260526_134024,75,frames/frame_000075.jpg,True,False,0,0.4997014105319977,85.55439999327064
