video,frame_idx,left_hand_detected,right_hand_detected,roi_rescued_count,mean_pose_visibility,mediapipe_ms
webcam_20260523_203425,272,True,True,0,0.6254708766937256,74.43200005218387
webcam_20260523_203425,273,True,True,0,0.6271994113922119,70.55179984308779
webcam_20260523_203425,274,True,True,0,0.6302428245544434,76.20090013369918
webcam_20260523_203425,275,True,True,0,0.632049560546875,80.74590004980564
webcam_20260523_203425,276,True,True,0,0.6338432431221008,68.7436000443995
webcam_20260523_203425,277,True,True,0,0.6355694532394409,69.72680008038878
webcam_20260523_203425,278,True,True,0,0.6374262571334839,70.54679980501533
webcam_20260523_203425,279,True,True,0,0.6390376091003418,77.62900018133223
webcam_20260523_203425,280,True,True,0,0.6412516236305237,70.35369984805584
webcam_20260523_203425,281,True,True,0,0.6426280736923218,73.298400035128
webcam_20260523_203425,282,True,True,0,0.6434741616249084,71.99309999123216
webcam_20260523_203425,283,True,True,0,0.6447423696517944,69.31050005368888
webcam_20260523_203425,284,True,True,0,0.6462967991828918,71.28480006940663
webcam_20260523_203425,285,True,True,0,0.6480059027671814,70.72249986231327
webcam_20260523_203425,286,True,True,0,0.6501203179359436,70.13340014964342
webcam_20260523_203425,287,True,True,0,0.6518408060073853,76.7709999345243
webcam_20260523_203425,288,True,True,0,0.6529688239097595,78.59609997831285
webcam_20260523_203425,289,True,True,0,0.654182493686676,73.08689993806183
webcam_20260523_203425,290,True,True,0,0.6552110910415649,77.88660004734993
webcam_20260523_203425,291,True,True,0,0.6559591293334961,68.8007001299411
webcam_20260523_203425,292,True,True,0,0.6567729711532593,70.19450003281236
webcam_20260523_203425,293,True,True,0,0.6575700640678406,70.35359996370971
webcam_20260523_203425,294,True,True,0,0.6570257544517517,69.69200004823506
webcam_20260523_203425,295,True,True,0,0.6572269201278687,72.3954001441598
webcam_20260523_203425,296,True,True,0,0.6575777530670166,72.17870000749826
webcam_20260523_203425,297,True,True,0,0.6572622060775757,71.2217001710087
webcam_20260523_203425,298,True,True,0,0.6578512191772461,71.91439997404814
webcam_20260523_203425,299,True,True,0,0.659083366394043,74.62550001218915
webcam_20260523_203425,300,True,True,0,0.6593002080917358,79.65520001016557
webcam_20260523_203425,301,True,True,0,0.6595703959465027,74.89549997262657
webcam_20260523_203425,302,True,True,0,0.6596482396125793,77.41040014661849
webcam_20260523_203425,303,True,True,0,0.6594007015228271,79.448799835518
webcam_20260523_203425,304,True,True,0,0.6590437293052673,68.88839998282492
webcam_20260523_203425,305,True,True,0,0.6581050753593445,72.7192999329418
